"hgnc_symbol"	"mim_morbid_accession"
"EP400"	NA
"EXOSC9"	NA
"EP300"	613684
"EP300"	180849
"EP300"	114500
"EPB42"	612690
"EN1"	NA
"EZR"	NA
"EPHB2"	603688
"ENSA"	NA
"EIF4ENIF1"	NA
"ERMAP"	111750
"ERMAP"	111620
"EN2"	NA
"ELK3"	NA
"ELP5"	NA
"EIF3G"	NA
"FABP3"	NA
"ENPP2"	NA
"FAM13A"	NA
"FAM181B"	NA
"ESR1"	615363
"ESR1"	608446
"ESR1"	157300
"ESR1"	114480
"EXOSC3"	614678
"EXOC3L4"	NA
"EOGT"	615297
"EML1"	600348
"EIF5"	NA
"EPHA3"	NA
"ELOVL1"	NA
"ELAVL4"	NA
"ERBB3"	607598
"EPN3"	NA
"EIF4G1"	614251
"FAF1"	NA
"EPYC"	NA
"EIF2A"	NA
"EXOC5"	NA
"EVL"	NA
"ERC2"	NA
"EIF2B5"	603896
"EPHB3"	NA
"FAM131A"	NA
"ETFDH"	231680
"EPS15"	NA
"ERICH6"	NA
"EVI5"	NA
"EPCAM"	613244
"EPCAM"	613217
"FAM151A"	NA
"ENTPD4"	NA
"ETV4"	NA
"F3"	NA
"FAM149A"	NA
"EID3"	NA
"F11"	612416
"FGF16"	309630
"FHL5"	NA
"FNDC1"	NA
"FN3KRP"	NA
"FAM213A"	NA
"FAM49B"	NA
"FN3K"	NA
"FKBP9"	NA
"FAM204A"	NA
"FAM213B"	NA
"FBLN7"	NA
"FPGS"	NA
"FNDC11"	NA
"FGF23"	193100
"FBXW12"	NA
"FKBP3"	NA
"FAM98B"	NA
"FNTA"	NA
"FGF6"	NA
"FBXO11"	NA
"FAM47C"	NA
"FBXO25"	NA
"FAM53C"	NA
"FAM53A"	NA
"FCAR"	NA
"FANCB"	314390
"FANCB"	300514
"FANCB"	189960
"FBRS"	NA
"FOXI3"	NA
"FAT3"	NA
"FANCE"	600901
"FANCE"	189960
"FAM83E"	NA
"FATE1"	NA
"FKBP11"	NA
"FCHSD1"	NA
"FAM69B"	NA
"FOXA3"	NA
"FLI1"	617443
"FGFBP1"	NA
"FGFBP2"	NA
"FDX2"	NA
"FAM8A1"	NA
"FBXL4"	615471
"FDCSP"	NA
"FAP"	NA
"FLRT1"	NA
"FOXR2"	NA
"FAXC"	NA
"FANCM"	189960
"FLII"	NA
"FGFR1OP2"	NA
"FLRT3"	615271
"FLRT3"	146110
"FOPNL"	NA
"FKTN"	613152
"FKTN"	611615
"FKTN"	611588
"FKTN"	253800
"FKTN"	236670
"FBXL22"	NA
"FBXL2"	NA
"FMN1"	NA
"FERD3L"	NA
"FAM208B"	NA
"FIGLA"	612310
"FERMT2"	NA
"FIBCD1"	NA
"FILIP1"	NA
"FGFR3"	616482
"FGFR3"	612247
"FGFR3"	610474
"FGFR3"	603956
"FGFR3"	602849
"FGFR3"	273300
"FGFR3"	187601
"FGFR3"	187600
"FGFR3"	162900
"FGFR3"	149730
"FGFR3"	146000
"FGFR3"	114500
"FGFR3"	109800
"FGFR3"	100800
"FBXL7"	NA
"FKBP5"	608516
"FOXN2"	NA
"FCHO2"	NA
"FRMD4A"	616819
"FARS2"	617046
"FARS2"	614946
"FAM227B"	NA
"FBLN5"	614434
"FBLN5"	608895
"FBLN5"	219100
"FDXACB1"	NA
"FOXM1"	NA
"FKBP4"	NA
"FHOD1"	NA
"FGF7"	NA
"FAM71D"	NA
"FAM74A1"	NA
"FIBP"	617107
"FERMT3"	612840
"FKBP10"	610968
"FKBP10"	259450
"FAM216B"	NA
"FBXO38"	615575
"FASTKD3"	NA
"FGF21"	NA
"FBXO41"	NA
"FNBP4"	NA
"FAM9C"	NA
"FKBPL"	NA
"FAM20C"	259775
"FGD3"	NA
"FBXW5"	NA
"FAM76B"	NA
"FPR3"	NA
"FOXB2"	NA
"FPR1"	NA
"FOXQ1"	NA
"FPR2"	NA
"FOXF2"	NA
"FGL2"	NA
"FOXS1"	NA
"FHL1"	300718
"FHL1"	300717
"FHL1"	300696
"FHL1"	300695
"FHL1"	300280
"FAM210A"	NA
"FOSL1"	NA
"FIBIN"	NA
"FOXD4L6"	NA
"FGF19"	NA
"FGF4"	NA
"FGF3"	610706
"FARP1"	NA
"FBXL19"	NA
"FARSA"	NA
"FAM96A"	NA
"FER1L5"	NA
"FOXRED1"	256000
"FOXRED1"	252010
"FGF1"	NA
"FANCA"	227650
"FANCA"	189960
"FASTKD5"	NA
"FKBP1B"	NA
"FAM78A"	NA
"FBL"	NA
"FBXW4"	NA
"FAM71E2"	NA
"FNBP1"	NA
"FNDC3A"	NA
"FBXO9"	NA
"FBXL15"	NA
"FGFR4"	NA
"FGF8"	612702
"FOLR3"	NA
"FGF22"	NA
"FBN2"	616118
"FBN2"	121050
"FKBP2"	NA
"FBXO5"	NA
"FCGBP"	NA
"FITM1"	NA
"FEN1"	NA
"FMNL1"	NA
"FLOT1"	NA
"FAM228A"	NA
"FAM228B"	NA
"FOLR1"	613068
"FKBP14"	614557
"FAM84A"	NA
"FAM83D"	NA
"FBXL14"	NA
"FOXO4"	NA
"FBXO15"	NA
"FBXL17"	NA
"FAM20A"	204690
"FAM220A"	NA
"FASTKD2"	220110
"FAM192A"	NA
"FOLR2"	NA
"FER"	NA
"FLOT2"	NA
"FAM3B"	NA
"FCER2"	NA
"FGFR1OP"	NA
"FGF18"	NA
"FOXRED2"	NA
"FOCAD"	NA
"FAM206A"	NA
"FANCF"	603467
"FANCF"	189960
"FOLH1"	NA
"FAM74A4"	NA
"FAM219A"	NA
"FIG4"	612691
"FIG4"	612577
"FIG4"	611228
"FIG4"	216340
"FOXD4L4"	NA
"FOXO1"	268220
"FMR1"	311360
"FMR1"	300624
"FMR1"	300623
"FAM83H"	130900
"FAM32A"	NA
"FOXJ1"	NA
"FBXW11"	NA
"FEZ1"	NA
"FAM200A"	NA
"FKBP1C"	NA
"FAM24A"	NA
"FNIP1"	NA
"FJX1"	NA
"FBP2"	NA
"FBP1"	229700
"FBXL13"	NA
"FBXO36"	NA
"FCHSD2"	NA
"FBXO47"	NA
"FGF13"	NA
"FMR1NB"	NA
"FAR1"	616154
"FOXI1"	600791
"FOXI1"	274600
"FKBP8"	NA
"FAR2"	NA
"FOXK2"	NA
"FMNL2"	NA
"FKBP1A"	NA
"FLT4"	602089
"FLT4"	153100
"FBXO24"	NA
"FOS"	NA
"FBXO34"	NA
"FBXO30"	NA
"FARSB"	NA
"FREM1"	614485
"FREM1"	608980
"FREM1"	248450
"FOXA1"	NA
"FAM27E3"	NA
"FBXO3"	NA
"FGF11"	NA
"FBXL16"	NA
"FAM9A"	NA
"FBN1"	616914
"FBN1"	614185
"FBN1"	608328
"FBN1"	604308
"FBN1"	184900
"FBN1"	154700
"FBN1"	129600
"FBN1"	102370
"FCRL5"	NA
"FAM9B"	NA
"FCRL4"	NA
"FAM193B"	NA
"FCRL3"	NA
"FGFR1"	615465
"FGFR1"	613001
"FGFR1"	190440
"FGFR1"	166250
"FGFR1"	147950
"FGFR1"	123150
"FGFR1"	101600
"FCRL2"	NA
"FCRL1"	NA
"FRG1"	158900
"FEM1C"	NA
"FAM20B"	NA
"FGF9"	612961
"FAM217B"	NA
"FBLN2"	NA
"FAM83B"	NA
"FGD5"	NA
"FKBP15"	NA
"FKBP6"	NA
"FLNA"	314400
"FLNA"	311300
"FLNA"	309350
"FLNA"	305620
"FLNA"	304120
"FLNA"	300321
"FLNA"	300244
"FLNA"	300049
"FLNA"	300048
"FAM50B"	NA
"FNDC5"	NA
"FOXP3"	304790
"FOXP3"	222100
"FAM3D"	NA
"FIZ1"	NA
"FAM50A"	NA
"FAM25E"	NA
"FAS"	601859
"FCER1A"	NA
"FCRL6"	NA
"FGF17"	615270
"FGF17"	146110
"FAM83A"	NA
"FBXL5"	NA
"FAM217A"	NA
"FAM57A"	NA
"FANCC"	227645
"FANCC"	189960
"FAU"	NA
"FBXL21"	NA
"FRMD1"	NA
"FBN3"	NA
"FBF1"	NA
"FGD2"	NA
"FOXP4"	NA
"FIP1L1"	NA
"FBXL20"	NA
"FEM1A"	NA
"FCHO1"	NA
"FAM3A"	NA
"FOXN3"	NA
"FLVCR1"	609033
"FBLIM1"	NA
"FASN"	NA
"FFAR1"	NA
"FHIT"	NA
"FFAR3"	NA
"FGFBP3"	NA
"FCER1G"	NA
"FOXB1"	NA
"FBXO43"	NA
"FANCG"	614082
"FANCG"	189960
"FFAR2"	NA
"FGF20"	615721
"FAM92B"	NA
"FBXO32"	NA
"FRAT1"	NA
"FRAT2"	NA
"FAT2"	617769
"FCGR3A"	615707
"FHL2"	NA
"FBXW9"	NA
"FETUB"	NA
"FCGR2C"	NA
"FCGR2A"	611162
"FCGR2A"	188030
"FCGR2A"	152700
"FCGR3B"	NA
"FCN2"	NA
"FCGR2B"	611162
"FCGR2B"	152700
"FCRLA"	NA
"FGF14"	609307
"FCN1"	NA
"FES"	NA
"FDXR"	617717
"FNDC4"	NA
"FAM47A"	NA
"FAM47B"	NA
"FBXL3"	NA
"FGFR2"	614592
"FGFR2"	613659
"FGFR2"	609579
"FGFR2"	207410
"FGFR2"	149730
"FGFR2"	123790
"FGFR2"	123500
"FGFR2"	123150
"FGFR2"	101600
"FGFR2"	101400
"FGFR2"	101200
"FBXO28"	NA
"FAM96B"	NA
"FICD"	NA
"FBXW10"	NA
"FOXH1"	NA
"FNDC7"	NA
"FBXO44"	NA
"FBXO2"	NA
"FKBP7"	NA
"FOXD4L3"	NA
"FECH"	177000
"FOSB"	NA
"FLT3LG"	NA
"FMO3"	602079
"FMO6P"	NA
"FMO2"	NA
"FMO1"	NA
"FMO4"	NA
"FAM71F1"	NA
"FEZF2"	NA
"FAM91A1"	NA
"FANCL"	614083
"FANCL"	189960
"FBXO6"	NA
"FAM214B"	NA
"FASLG"	601859
"FASLG"	211980
"FAM81B"	NA
"FGF10"	180920
"FGF10"	149730
"FMNL3"	NA
"FASTK"	NA
"FIGNL1"	NA
"FBXL12"	NA
"FHOD3"	NA
"FBXO40"	NA
"FBXO22"	NA
"FHL3"	NA
"FANCI"	609053
"FANCI"	189960
"FAM83F"	NA
"FAM43B"	NA
"FGF12"	617166
"FBXO42"	NA
"FFAR4"	607514
"FMOD"	NA
"FGFRL1"	194190
"FAM208A"	NA
"FER1L6"	NA
"FCN3"	613860
"FOXP1"	613670
"FRA10AC1"	NA
"FNTB"	NA
"FIS1"	NA
"FOXO3"	NA
"FLCN"	610883
"FLCN"	173600
"FLCN"	144700
"FLCN"	135150
"FLCN"	114500
"FAN1"	614817
"FPGT-TNNI3K"	NA
"FLT3"	613065
"FLNC"	617047
"FLNC"	614065
"FLNC"	609524
"FPGT"	NA
"FOXJ2"	NA
"FREM3"	NA
"FBXL8"	NA
"FBLN1"	608180
"FAM86C1"	NA
"FAM86B3P"	NA
"FGR"	NA
"FAM207A"	NA
"FAM72C"	NA
"FLT1"	NA
"FAM72A"	NA
"FAM72D"	NA
"FOXK1"	NA
"FAM205A"	NA
"FASTKD1"	NA
"FLYWCH2"	NA
"FCMR"	NA
"FCAMR"	NA
"FBXO33"	NA
"FBXO4"	NA
"FDFT1"	NA
"FAM218A"	NA
"FLYWCH1"	NA
"FBXO45"	NA
"FOSL2"	NA
"FOXA2"	NA
"FOXP2"	602081
"FMO5"	NA
"FBXO7"	260300
"FRAS1"	219000
"FOLH1B"	NA
"FOXG1"	613454
"FBXW2"	NA
"FOXR1"	NA
"FAM43A"	NA
"FMN2"	616193
"FH"	606812
"FRG2C"	NA
"FBXW7"	NA
"FOXO6"	NA
"FANCD2"	227646
"FANCD2"	189960
"FNDC3B"	NA
"FHDC1"	NA
"FOXJ3"	NA
"FN1"	614101
"FN1"	601894
"FN1"	184255
"FOXF1"	265380
"FCGR1A"	NA
"FAM216A"	NA
"FGL1"	NA
"FLRT2"	NA
"FBXL6"	NA
"FAM98A"	NA
"FOXC2"	153400
"FANK1"	NA
"FBXO31"	615979
"FDX1"	NA
"FBXO17"	NA
"FCGRT"	NA
"FOXL2"	608996
"FOXL2"	110100
"FOXL2NB"	NA
"FGB"	616004
"FGB"	202400
"FGA"	616004
"FGA"	202400
"FGA"	105200
"FGD1"	305400
"FBXO46"	NA
"FAXDC2"	NA
"FGG"	616004
"FGG"	202400
"FARP2"	NA
"FBXL18"	NA
"FILIP1L"	NA
"FGD4"	609311
"FAM19A1"	NA
"FAM19A4"	NA
"FBXO27"	NA
"FBXO10"	NA
"FOXE3"	617349
"FOXE3"	612968
"FOXE3"	610256
"FOXE3"	107250
"FEZ2"	NA
"FAM84B"	NA
"FAM47E"	NA
"FAM83C"	NA
"FEM1B"	NA
"FGF2"	NA
"FAM3C"	NA
"FAT4"	616006
"FAT4"	615546
"FLG"	605803
"FLG"	146700
"FLG2"	NA
"FGF5"	190330
"FBXO8"	NA
"FAM214A"	NA
"FAM198B"	NA
"FCGR1B"	NA
"FAM72B"	NA
"FGGY"	NA
"FAM90A1"	NA
"FAM71C"	NA
"FRMD4B"	NA
"FBXW8"	NA
"FLNB"	272460
"FLNB"	150250
"FLNB"	112310
"FLNB"	108721
"FLNB"	108720
"FCF1"	NA
"FBXO21"	NA
"FNIP2"	NA
"FAM69A"	NA
"FAM19A5"	NA
"FNBP1L"	NA
"FLAD1"	255100
"FRK"	NA
"FAM71B"	NA
"FAM198A"	NA
"FDPS"	616631
"FAT1"	NA
"FOXD3"	607836
"FAM231C"	NA
""	NA
"GNL1"	NA
"GLRX"	NA
"FSCB"	NA
"GGTLC1"	NA
"GCC2-AS1"	NA
"GCC2"	NA
"FUS"	614782
"FUS"	608030
"FRRS1L"	616981
"FUCA2"	NA
"GLB1"	253010
"GLB1"	230650
"GLB1"	230600
"GLB1"	230500
"GLRX3"	NA
"FUT8"	NA
"FTH1"	615517
"FZD6"	614157
"GDF5"	615298
"GDF5"	615072
"GDF5"	612400
"GDF5"	610017
"GDF5"	228900
"GDF5"	201250
"GDF5"	200700
"GDF5"	113100
"GDF5"	112600
"GNA14"	NA
"GAB4"	NA
"GLRA4"	NA
"GLP1R"	NA
"GIN1"	NA
"GFRA3"	NA
"GLOD4"	NA
"GEMIN8"	NA
"GDF1"	NA
"GCNT2"	116700
"GCNT2"	110800
"G6PC2"	NA
"GML"	NA
"GABRG3"	NA
"GDPD3"	NA
"GLRA2"	NA
"GLIS3"	610199
"GCSH"	605899
"GAL"	616461
"FRS3"	NA
"GNMT"	606664
"FUBP3"	NA
"GFRA1"	NA
"GCAT"	NA
"GDNF"	613711
"GDNF"	209880
"GDNF"	171300
"GDAP1"	608340
"GDAP1"	607831
"GDAP1"	607706
"GDAP1"	214400
"GNAO1"	617493
"GNAO1"	615473
"GNAQ"	185300
"GNAQ"	163000
"GALR3"	NA
"GABBR1"	NA
"GJD4"	NA
"FZD8"	NA
"GDPD2"	NA
"GCG"	NA
"GMPPA"	615510
"GCNT7"	NA
"GAREM2"	NA
"GNAL"	615073
"FTL"	615604
"FTL"	606159
"FTL"	600886
"GCNT4"	NA
"GLS"	NA
"GABRP"	NA
"GNB3"	617024
"GNB3"	145500
"GARNL3"	NA
"GAST"	NA
"GATAD2B"	615074
"FUT4"	NA
"GAPDHS"	NA
"GABRE"	NA
"GKAP1"	NA
"GATAD2A"	NA
"GNPNAT1"	NA
"FTCD"	229100
"GCM2"	617343
"GCM2"	146200
"GABARAPL1"	NA
"FSD1L"	NA
"GATA3"	146255
"GHITM"	NA
"GABRA3"	NA
"GAD1"	603513
"FSIP1"	NA
"GART"	NA
"GAMT"	612736
"GMEB2"	NA
"GABRQ"	NA
"GNG13"	NA
"GDF7"	NA
"GALNT8"	NA
"FZR1"	NA
"GCNT1"	NA
"GBA"	608013
"GBA"	231005
"GBA"	231000
"GBA"	230900
"GBA"	230800
"GBA"	168600
"GBA"	127750
"GDI2"	NA
"GNGT1"	NA
"GFER"	613076
"FUT2"	612542
"GMCL1"	NA
"FRMPD4"	300983
"FRMPD4"	300830
"GALK2"	NA
"GABBR2"	617904
"GABBR2"	617903
"GABBR2"	188890
"GOLGA1"	NA
"GNG11"	NA
"GALNT16"	NA
"GAL3ST2"	NA
"GLYCTK"	220120
"GBA2"	614409
"GIPC1"	NA
"GJA10"	NA
"FUT6"	613852
"GLIDR"	NA
"FUT1"	616754
"GINS1"	617827
"FUT3"	NA
"GMIP"	NA
"GGNBP2"	NA
"GAN"	256850
"GNAZ"	NA
"GNB1"	616973
"GNB1"	613065
"GALK1"	230200
"G6PC3"	612541
"FUT5"	NA
"GCDH"	231670
"GBF1"	NA
"GATA5"	617912
"GLB1L"	NA
"GMDS"	NA
"GNPDA1"	NA
"GIPC3"	601869
"GLDN"	617194
"FST"	NA
"GJD3"	NA
"FXYD2"	154020
"GMFB"	NA
"FXYD6"	NA
"GLDC"	605899
"GNRH2"	NA
"GNRH1"	146110
"GABRD"	613060
"GJA3"	601885
"GADD45GIP1"	NA
"GNB1L"	NA
"GCHFR"	NA
"GCH1"	233910
"GCH1"	128230
"GJB2"	602540
"GJB2"	601544
"GJB2"	304400
"GJB2"	220290
"GJB2"	149200
"GJB2"	148350
"GJB2"	148210
"GJB2"	124500
"GJB6"	612645
"GJB6"	612643
"GJB6"	304400
"GJB6"	220290
"GJB6"	129500
"GAPVD1"	NA
"FUT11"	NA
"GGACT"	NA
"GCA"	NA
"GGA2"	NA
"GLB1L2"	NA
"GAREM1"	NA
"GALNT14"	NA
"GMPR2"	NA
"FSHR"	608115
"FSHR"	276400
"FSHR"	233300
"GEM"	NA
"FUZ"	182940
"FUT7"	NA
"GDF15"	NA
"GLIS2"	611498
"GALNT15"	NA
"GALNS"	253000
"GHRH"	NA
"GDF6"	617898
"GDF6"	615360
"GDF6"	613703
"GDF6"	613094
"GDF6"	118100
"GALM"	NA
"GADD45B"	NA
"GDF3"	613704
"GDF3"	613703
"GDF3"	613702
"GCM1"	NA
"FUT9"	NA
"GNG7"	NA
"FSTL3"	NA
"FRZB"	165720
"GFI1B"	187900
"GCK"	606176
"GCK"	602485
"GCK"	125853
"GCK"	125851
"GAS2"	NA
"GDF9"	NA
"GNG10"	NA
"FSHB"	229070
"GAS2L1"	NA
"GAS8"	616726
"GCLC"	608446
"GCLC"	230450
"GH1"	612781
"GH1"	262650
"GH1"	262400
"GH1"	173100
"GGTLC3"	NA
"FSIP2"	NA
"FRMD6"	NA
"FZD3"	NA
"FXR2"	NA
"GFM2"	NA
"GLUD1"	606762
"GNPTG"	252605
"GALE"	230350
"GADD45G"	NA
"GFOD1"	NA
"GANAB"	600666
"GEMIN6"	NA
"GAL3ST1"	NA
"GGN"	NA
"GFRA4"	NA
"GJB1"	302800
"GABPB1"	NA
"FUCA1"	230000
"GNG2"	NA
"GFPT2"	NA
"GAA"	232300
"GNG8"	NA
"GATA6"	614475
"GATA6"	614474
"GATA6"	600001
"GATA6"	217095
"GATA6"	187500
"GDPD5"	NA
"GNLY"	NA
"GGH"	NA
"GFRA2"	NA
"GID8"	NA
"GALNT18"	NA
"FZD7"	NA
"GK"	307030
"GLMP"	NA
"GIP"	NA
"GALNT12"	608812
"GDF10"	NA
"GGT2"	NA
"GMNN"	616835
"FZD5"	NA
"GDF2"	615506
"FTHL17"	NA
"GJD2"	NA
"GLG1"	NA
"GLI2"	615849
"GLI2"	610829
"FXYD3"	NA
"GEN1"	NA
"GNGT2"	NA
"FXYD4"	NA
"FTSJ3"	NA
"GLUD2"	168600
"GALNT3"	NA
"FYCO1"	610019
"GNRHR"	146110
"GCNT3"	NA
"GNG3"	NA
"FSD1"	NA
"GHR"	262500
"GHR"	143890
"GALNT13"	NA
"FXYD7"	NA
"FXYD1"	NA
"FTSJ1"	309549
"GLIPR2"	NA
"GGT6"	NA
"GM2A"	272750
"GAGE12J"	NA
"GLS2"	NA
"GAGE10"	NA
"GIMAP8"	NA
"GIMAP7"	NA
"GAGE12B"	NA
"GAGE13"	NA
"GIMAP4"	NA
"GAGE2E"	NA
"GAP43"	NA
"GIMAP6"	NA
"GIMAP2"	NA
"GIMAP5"	NA
"GIMAP1"	NA
"GAGE12C"	NA
"GAGE12D"	NA
"GAGE2A"	NA
"FUOM"	NA
"GAGE1"	NA
"GAGE12H"	NA
"GAGE12F"	NA
"GAGE12G"	NA
"GAGE12E"	NA
"GLUL"	610015
"GC"	NA
"GCC1"	NA
"GNE"	605820
"GNE"	269921
"GNB2"	NA
"FURIN"	NA
"GMPR"	NA
"GANC"	NA
"GEMIN4"	617913
"FZD9"	NA
"FRMPD2"	NA
"GIGYF2"	607688
"GALNT1"	NA
"GAK"	NA
"GNL3"	NA
"GLE1"	611890
"GLE1"	253310
"GJA1"	617525
"GJA1"	600309
"GJA1"	257850
"GJA1"	241550
"GJA1"	218400
"GJA1"	186100
"GJA1"	164200
"GJA1"	133200
"GJA1"	104100
"GH2"	NA
"G6PC"	232200
"FZD1"	NA
"GGT5"	NA
"FUNDC1"	NA
"GIGYF1"	NA
"GMPPB"	615352
"GMPPB"	615351
"GMPPB"	615350
"GINS3"	NA
"GLRA1"	149400
"GCSAM"	NA
"GLI1"	NA
"GLI3"	241800
"GLI3"	189960
"GLI3"	175700
"GLI3"	174700
"GLI3"	174200
"GLI3"	146510
"GINM1"	NA
"GINS2"	NA
"G6PD"	611162
"G6PD"	300908
"GLRX2"	NA
"GAS1"	NA
"GABRA6"	NA
"GABRB2"	617829
"FTMT"	NA
"GNA11"	NA
"GEMIN2"	NA
"GDE1"	NA
"GALT"	230400
"GAS2L2"	NA
"GNA15"	NA
"GGT1"	231950
"GCKR"	613463
"G3BP1"	NA
"GJB5"	NA
"GJB4"	617524
"GJB4"	133200
"GJB3"	612644
"GJB3"	220290
"GJB3"	133200
"GJA4"	NA
"FZD4"	133780
"GLTPD2"	NA
"GGT7"	NA
"GABRA1"	615744
"GABRA1"	611136
"GABARAPL2"	NA
"GARS"	601472
"GARS"	600794
"GGCT"	NA
"GALNT5"	NA
"GGA1"	NA
"GEMIN7"	NA
"GCFC2"	NA
"GNA13"	NA
"GALR2"	NA
"GIF"	261000
"GCSAML"	NA
"GADD45A"	NA
"GNL2"	NA
"GLT6D1"	NA
"GNG12"	NA
"GLO1"	NA
"GALP"	NA
"FSTL1"	NA
"GAB3"	NA
"FRMD5"	NA
"GAD2"	NA
"GKN1"	NA
"GNA12"	NA
"GALR1"	NA
"FUK"	NA
"GDI1"	300849
"GABRG2"	611277
"GABRG2"	607681
"GIT1"	NA
"FRY"	NA
"GBA3"	NA
"GATA1"	314050
"GATA1"	300835
"GATA1"	300367
"GATA1"	190685
"GNB5"	617182
"GNB5"	617173
"FRMD8"	NA
"GJC2"	613480
"GJC2"	613206
"GJC2"	608804
"GLIPR1L2"	NA
"GGNBP1"	NA
"GLA"	301500
"GABPA"	NA
"GLIPR1"	NA
"GAB1"	NA
"GDPD4"	NA
"FXN"	229300
"GGA3"	NA
"FYN"	NA
"GALNT2"	NA
"FZD2"	NA
"GINS4"	NA
"GDF11"	NA
"G3BP2"	NA
"GNPAT"	222765
"GATAD1"	614672
"GABRR3"	NA
"GFPT1"	610542
"GFPT1"	608931
"GAR1"	NA
"GNPDA2"	NA
"GNAT2"	613856
"GNAI3"	602483
"GATA4"	615542
"GATA4"	614430
"GATA4"	614429
"GATA4"	607941
"GATA4"	187500
"GBGT1"	NA
"GABRG1"	NA
"GALNT10"	NA
"GAPDH"	NA
"GLTP"	NA
"GALNTL5"	NA
"GGPS1"	NA
"GIT2"	NA
"GHRHR"	612781
"GLYATL3"	NA
"GALNT11"	NA
"GAS2L3"	NA
"GABRA2"	103780
"GATM"	612718
"GNG4"	NA
"FXR1"	NA
"GJC1"	NA
"GLT1D1"	NA
"GLYAT"	NA
"FZD10"	NA
"GFAP"	203450
"GJA5"	614049
"GJA5"	612474
"GJA5"	108770
"GJA8"	612474
"GJA8"	116200
"GET4"	NA
"GLYATL2"	NA
"GNAS"	617686
"GNAS"	612463
"GNAS"	612462
"GNAS"	603233
"GNAS"	219080
"GNAS"	174800
"GNAS"	166350
"GNAS"	103580
"GNAS"	102200
"GLYATL1"	NA
"GABRB1"	617153
"GABRA4"	NA
"GGCX"	610842
"GGCX"	277450
"GATB"	NA
"GALNT6"	NA
"GNAI1"	NA
"G0S2"	NA
"GDPD1"	NA
"GAB2"	NA
"GBP3"	NA
"GDA"	NA
"GBP1"	NA
"GBP7"	NA
"GBP2"	NA
"GBP4"	NA
"GNAT3"	NA
"GADL1"	NA
"GHSR"	NA
"FUBP1"	NA
"GBP5"	NA
"FYTTD1"	NA
"GEMIN8P4"	NA
"GIPR"	NA
"GIPC2"	NA
"GABRR1"	NA
"FUNDC2"	NA
"GNAT1"	616389
"GNAT1"	610444
"G2E3"	NA
"GABRR2"	NA
"GALC"	245200
"FSD2"	NA
"GALNT9"	NA
"GBE1"	263570
"GBE1"	232500
"GK2"	600148
"GABARAP"	NA
"GNL3L"	NA
"GNAI2"	192605
"GLRX5"	616860
"GLRX5"	616859
"GLRX5"	205950
"GAS6"	NA
"GLP2R"	NA
"GATA2"	614286
"GATA2"	614172
"GATA2"	614038
"GHRL"	601665
"GABPB2"	NA
"FRMPD1"	NA
"FSCN1"	NA
"GABRA5"	NA
"GABRB3"	617113
"GABRB3"	612269
"GEMIN5"	NA
"GALNTL6"	NA
"GALNT7"	NA
"GNB4"	615185
"GAPT"	NA
"GAL3ST4"	NA
"GNG5"	NA
"GALNT4"	NA
"GLRB"	614619
"GDAP2"	NA
"GMEB1"	NA
"GNS"	252940
"FRYL"	NA
"FRS2"	NA
"GMPS"	NA
"GLMN"	138000
"GAS7"	NA
"GLRA3"	NA
"GNPTAB"	252600
"GNPTAB"	252500
"GFI1"	613107
"GFI1"	607847
"GMFG"	NA
"GLYR1"	NA
"GLCE"	NA
"GCLM"	608446
"GCN1"	NA
"GCGR"	125853
"GFM1"	609060
"GLT8D2"	NA
"GATC"	NA
"GPBAR1"	NA
"GRIN2D"	617162
"GRHL2"	616029
"GRHL2"	608641
"GRWD1"	NA
"GPM6B"	NA
"GPR137C"	NA
"GPRIN1"	NA
"GSDMC"	NA
"GPR83"	NA
"GOT1L1"	NA
"HDAC4"	NA
"HECTD1"	NA
"GSDMD"	NA
"GTF2I"	NA
"HBA2"	613978
"HBA2"	604131
"HBA2"	140700
"GPX4"	250220
"GTPBP6"	NA
"HBA1"	613978
"HBA1"	604131
"HBA1"	140700
"HBQ1"	NA
"GSC2"	NA
"GOLT1B"	NA
"GPR50"	NA
"H1F0"	NA
"GRP"	NA
"HACD1"	NA
"GPR68"	617217
"HDAC9"	NA
"GPR162"	NA
"HAPLN1"	NA
"GYS2"	240600
"GRIN3B"	NA
"GPS2"	NA
"H2BFWT"	NA
"H2BFM"	NA
"HCCS"	309801
"GPR75-ASB3"	NA
"GRK1"	613411
"GRIK2"	611092
"GPR33"	NA
"HEATR6"	NA
"GOLGA8F"	NA
"GRXCR2"	615837
"GPATCH11"	NA
"HABP2"	616535
"HABP2"	188050
"GPSM3"	NA
"GPHN"	615501
"GPHN"	149400
"GOLGA6L6"	NA
"GOLGA8CP"	NA
"HADHA"	609016
"HADHA"	609015
"HADHB"	609015
"GOLGA8G"	NA
"GYS1"	611556
"GPIHBP1"	615947
"GPC1"	NA
"HAP1"	NA
"GOLGA6L1"	NA
"GTF2H1"	NA
"GOLPH3"	NA
"GOLGA8EP"	NA
"GPR1"	NA
"H2AFB2"	NA
"HELZ"	NA
"GREM1"	NA
"HAT1"	NA
"H2AFB3"	NA
"GPR39"	NA
"GPR176"	NA
"HACE1"	616756
"GRIN3A"	NA
"GPRC6A"	NA
"GTF2IRD2"	NA
"GRHL1"	NA
"HAUS6"	NA
"GORASP2"	NA
"GP6"	614201
"HCG27"	NA
"HACL1"	NA
"HAUS5"	NA
"GRK3"	NA
"GREB1"	NA
"GOT1"	614419
